Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Lowest_degree'],52068.96551724138,418
['Lowest_degree'],53620.68965517241,430
['Lowest_degree'],55172.41379310345,448
['Lowest_degree'],56724.13793103448,468
['Lowest_degree'],58275.862068965514,490
['Lowest_degree'],59827.58620689655,512
['Lowest_degree'],61379.31034482759,535
['Lowest_degree'],62931.03448275862,563
['Lowest_degree'],64482.75862068965,597
['Lowest_degree'],66034.4827586207,627
['Lowest_degree'],67586.20689655172,652
['Lowest_degree'],69137.93103448275,682
['Lowest_degree'],70689.6551724138,706
['Lowest_degree'],72241.37931034483,706
['Lowest_degree'],73793.10344827586,706
['Lowest_degree'],75344.8275862069,706
['Lowest_degree'],76896.55172413793,706
['Lowest_degree'],78448.27586206896,706
['Lowest_degree'],80000.0,706
['Highest_gamma'],35000.0,212
['Highest_gamma'],36551.724137931036,236
['Highest_gamma'],38103.44827586207,254
['Highest_gamma'],39655.1724137931,276
['Highest_gamma'],41206.89655172414,293
['Highest_gamma'],42758.620689655174,322
['Highest_gamma'],44310.3448275862,347
['Highest_gamma'],45862.06896551724,379
['Highest_gamma'],47413.793103448275,391
['Highest_gamma'],48965.51724137931,391
['Highest_gamma'],50517.24137931035,391
['Highest_gamma'],52068.96551724138,391
['Highest_gamma'],53620.68965517241,391
['Highest_gamma'],55172.41379310345,391
['Highest_gamma'],56724.13793103448,391
['Highest_gamma'],58275.862068965514,391
['Highest_gamma'],59827.58620689655,391
['Highest_gamma'],61379.31034482759,391
['Highest_gamma'],62931.03448275862,391
['Highest_gamma'],64482.75862068965,391
['Highest_gamma'],66034.4827586207,391
['Highest_gamma'],67586.20689655172,391
['Highest_gamma'],69137.93103448275,391
['Highest_gamma'],70689.6551724138,391
['Highest_gamma'],72241.37931034483,391
['Highest_gamma'],73793.10344827586,391
['Highest_gamma'],75344.8275862069,391
['Highest_gamma'],76896.55172413793,391
['Highest_gamma'],78448.27586206896,391
['Highest_gamma'],80000.0,391
['Lowest_gamma'],35000.0,164
['Lowest_gamma'],36551.724137931036,174
['Lowest_gamma'],38103.44827586207,180
['Lowest_gamma'],39655.1724137931,190
['Lowest_gamma'],41206.89655172414,202
['Lowest_gamma'],42758.620689655174,214
['Lowest_gamma'],44310.3448275862,225
['Lowest_gamma'],45862.06896551724,239
['Lowest_gamma'],47413.793103448275,250
['Lowest_gamma'],48965.51724137931,262
['Lowest_gamma'],50517.24137931035,273
['Lowest_gamma'],52068.96551724138,280
['Lowest_gamma'],53620.68965517241,294
['Lowest_gamma'],55172.41379310345,304
['Lowest_gamma'],56724.13793103448,324
['Lowest_gamma'],58275.862068965514,337
['Lowest_gamma'],59827.58620689655,349
['Lowest_gamma'],61379.31034482759,365
['Lowest_gamma'],62931.03448275862,390
['Lowest_gamma'],64482.75862068965,418
['Lowest_gamma'],66034.4827586207,436
['Lowest_gamma'],67586.20689655172,436
['Lowest_gamma'],69137.93103448275,436
['Lowest_gamma'],70689.6551724138,436
['Lowest_gamma'],72241.37931034483,436
['Lowest_gamma'],73793.10344827586,436
['Lowest_gamma'],75344.8275862069,436
['Lowest_gamma'],76896.55172413793,436
['Lowest_gamma'],78448.27586206896,436
['Lowest_gamma'],80000.0,436
Incentive Strategy,Total to Distribute,Incentive count
['Random'],35000.0,0.0
['Random'],36551.724137931036,0.0
['Random'],38103.44827586207,0.0
['Random'],39655.1724137931,0.0
['Random'],41206.89655172414,0.0
['Random'],42758.620689655174,0.0
['Random'],44310.3448275862,0.0
['Random'],45862.06896551724,0.0
['Random'],47413.793103448275,0.0
['Random'],48965.51724137931,0.0
['Random'],50517.24137931035,0.0
['Random'],52068.96551724138,0.0
['Random'],53620.68965517241,1.0
